Name,OutCome,RunTime,TotalSplits,BoogieDumpTime
linux-stable-90a4845-1-110_1a-drivers--char--ipmi--ipmi_si.ko-entry_point.cil.out.i.bpl.txt,NOK,55.114042,22,14.032201
linux-stable-42f9f8d-1-111_1a-sound--oss--opl3.ko-entry_point_ldv-val-v0.8.cil.out.i.bpl.txt,TIMEDOUT,900.0,16,12.809726
linux-3.14_complex_emg_linux-usb-dev_drivers-media-usb-hdpvr-hdpvr.cil.i.bpl.txt,NOK,893.603983,161,37.069944
linux-stable-4a349aa-1-32_7a-drivers--media--video--tlg2300--poseidon.ko-entry_point_ldv-val-v0.8.cil.out.i.bpl.txt,NOK,499.452939,69,12.360425
linux-4.2-rc1.tar.xz-08_1a-drivers--md--dm-multipath.ko-entry_point.cil.out.i.bpl.txt,TIMEDOUT,900.0,47,9.094016
linux-4.2-rc1.tar.xz-32_7a-drivers--pcmcia--pcmcia_rsrc.ko-entry_point.cil.out.i.bpl.txt,NOK,62.589953,33,5.414275
linux-4.0-rc1---drivers--input--touchscreen--usbtouchscreen.ko.cil.i.bpl.txt,TIMEDOUT,900.0,134,9.205365
linux-stable-1575714-1-150_1a-drivers--net--wireless--b43--b43.ko-entry_point_ldv-val-v0.8.cil.out.i.bpl.txt,TIMEDOUT,900.0,0,0
linux-4.0-rc1---drivers--block--rsxx--rsxx.ko.cil.i.bpl.txt,NOK,241.295444,145,26.838702
32_7_cilled_const_ok_linux-32_1-drivers--media--dvb--dvb-usb--dvb-usb-dib0700.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,26.362533,2,20.494631
linux-stable-431e8d4-1-102_1a-drivers--net--r8169.ko-entry_point.cil.out.i.bpl.txt,NOK,193.613092,49,28.904478
205_9a_array_unsafes_linux-3.16-rc1.tar.xz-205_9a-drivers--net--wireless--rtlwifi--rtl8723be--rtl8723be.ko-entry_point.cil.out.i.bpl.txt,NOK,225.032981,8,59.280992
linux-4.2-rc1.tar.xz-32_7a-drivers--ata--libata.ko-entry_point.cil.out.i.bpl.txt,TIMEDOUT,900.0,2,278.405367
m0_drivers-scsi-gdth-ko--111_1a--5934df9-1.i.bpl.txt,TIMEDOUT,900.0,2,273.036418
205_9a_array_unsafes_linux-3.16-rc1.tar.xz-205_9a-drivers--net--ethernet--oki-semi--pch_gbe--pch_gbe.ko-entry_point.cil.out.i.bpl.txt,NOK,114.711803,8,29.001855
32_7a_cilled_linux-3.8-rc1-32_7a-fs--ecryptfs--ecryptfs.ko-ldv_main1_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,100.540476,2,30.951447
linux-4.2-rc1.tar.xz-43_2a-drivers--misc--sgi-xp--xpc.ko-entry_point.cil.out.i.bpl.txt,NOK,68.454631,14,35.79134
linux-4.2-rc1.tar.xz-08_1a-drivers--vfio--vfio.ko-entry_point.cil.out.i.bpl.txt,TIMEDOUT,900.0,49,7.229445
linux-3.8-rc1-32_7a-drivers--usb--core--usbcore.ko-ldv_main11_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,106.038767,2,53.604057
linux-4.0-rc1---drivers--usb--musb--musb_hdrc.ko.cil.i.bpl.txt,NOK,228.792367,64,56.049084
linux-stable-073676f-1-114_1a-drivers--net--b44.ko-entry_point_ldv-val-v0.8.cil.out.i.bpl.txt,NOK,449.040142,18,27.26855
205_9a_array_unsafes_linux-3.16-rc1.tar.xz-205_9a-drivers--net--ethernet--renesas--sh_eth.ko-entry_point.cil.out.i.bpl.txt,NOK,253.027729,11,13.90203
linux-4.0-rc1---drivers--net--can--janz-ican3.ko.cil.i.bpl.txt,NOK,74.359285,47,44.482062
linux-3.8-rc1-32_7a-drivers--net--wireless--mwl8k.ko-ldv_main0.cil.out.i.bpl.txt,NOK,53.04754,2,49.037603
32_7_cilled_const_ok_linux-32_1-drivers--gpu--drm--vmwgfx--vmwgfx.ko-ldv_main3_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,51.450551,19,30.797086
linux-3.14_complex_emg_linux-alloc-spinlock_drivers-net-usb-kaweth.cil.i.bpl.txt,TIMEDOUT,900.0,54,6.058144
32_7_cilled_const_ok_linux-32_1-drivers--isdn--capi--kernelcapi.ko-ldv_main3_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,25.167351,2,23.252671
linux-4.2-rc1.tar.xz-08_1a-drivers--scsi--fcoe--fcoe.ko-entry_point.cil.out.i.bpl.txt,NOK,71.96099,16,11.380238
linux-4.0-rc1---drivers--firewire--firewire-core.ko.cil.i.bpl.txt,NOK,322.814481,52,25.177896
linux-4.2-rc1.tar.xz-32_7a-drivers--input--mousedev.ko-entry_point.cil.out.i.bpl.txt,NOK,40.500303,23,6.367568
linux-stable-064368f-1-111_1a-drivers--media--radio--si4713-i2c.ko-entry_point_ldv-val-v0.8.cil.out.i.bpl.txt,NOK,23.630537,20,5.655676
main4_drivers-scsi-mpt2sas-mpt2sas-ko--32_7a--linux-3.7.3.i.bpl.txt,NOK,71.595018,2,57.467805
linux-stable-5934df9-1-111_1a-drivers--scsi--gdth.ko-entry_point_ldv-val-v0.8.cil.out.i.bpl.txt,TIMEDOUT,900.0,2,475.455626
linux-4.0-rc1---drivers--media--usb--gspca--gspca_main.ko.cil.i.bpl.txt,NOK,404.800407,156,10.138644
linux-4.2-rc1.tar.xz-32_7a-drivers--gpu--drm--mgag200--mgag200.ko-entry_point.cil.out.i.bpl.txt,NOK,249.883107,39,120.06469
linux-4.2-rc1.tar.xz-08_1a-drivers--usb--gadget--libcomposite.ko-entry_point.cil.out.i.bpl.txt,TIMEDOUT,900.0,33,27.18419
linux-4.0-rc1---drivers--usb--gadget--udc--pch_udc.ko.cil.i.bpl.txt,TIMEDOUT,900.0,365,17.285802
linux-stable-4ee267b-1-130_7a-drivers--hwmon--ibmaem.ko-entry_point_ldv-val-v0.8.cil.out.i.bpl.txt,NOK,28.47784,16,4.067426
32_7a_cilled_linux-3.8-rc1-32_7a-drivers--media--dvb-frontends--stv090x.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,25.64445,2,23.272598
linux-3.12-rc1.tar.xz-144_2a-drivers--input--touchscreen--usbtouchscreen.ko-entry_point.cil.out.i.bpl.txt,NOK,36.554048,29,6.081315
205_9a_array_unsafes_linux-3.16-rc1.tar.xz-205_9a-drivers--net--wireless--libertas--usb8xxx.ko-entry_point.cil.out.i.bpl.txt,NOK,10.754766,12,3.770076
32_7a_cilled_linux-3.8-rc1-32_7a-fs--ubifs--ubifs.ko-ldv_main2_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,106.926991,2,101.026107
32_7_cilled_const_ok_linux-32_1-drivers--staging--keucr--keucr.ko-ldv_main1_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,73.141665,2,66.243428
43_1a_cilled_ok_linux-43_1a-drivers--scsi--dpt_i2o.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,28.451811,10,19.548819
32_7_cilled_const_ok_linux-32_1-drivers--media--video--vivi.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,TIMEDOUT,900.0,0,0
linux-4.0-rc1---drivers--net--wireless--rtlwifi--rtl8192de--rtl8192de.ko.cil.i.bpl.txt,TIMEDOUT,900.0,9,264.245273
32_7_cilled_const_ok_linux-32_1-drivers--input--mouse--synaptics_usb.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.i.bpl.txt,NOK,4.583795,2,3.039446
linux-4.2-rc1.tar.xz-32_7a-drivers--media--usb--hdpvr--hdpvr.ko-entry_point.cil.out.i.bpl.txt,NOK,367.822197,60,43.073608
linux-torvalds-645ef9e-32_7a-sound--oss--sound.ko-entry_point_ldv-val-v0.8.cil.out.i.bpl.txt,NOK,244.691318,12,25.85204
linux-3.12-rc1.tar.xz-144_2a-drivers--media--usb--gspca--gspca_main.ko-entry_point.cil.out.i.bpl.txt,NOK,37.261416,15,8.808239
