UWQ,0.035634,ORQ,0.084447,1
UWQ,0.001815,ORQ,0.061824,10
UWQ,0.000194,ORQ,0.000124,UWQ,0.000453,ORQ,0.078371,2
UWQ,0.009111,ORQ,0.08839,3
UWQ,0.020317,ORQ,0.090343,1
UWQ,0.015585,ORQ,0.08684,2
UWQ,0.001566,ORQ,0.081917,1
UWQ,0.001832,ORQ,0.082594,1
UWQ,0.00441,ORQ,0.08084,1
UWQ,0.010427,ORQ,0.103365,1
UWQ,0.020206,ORQ,0.096903,2
UWQ,0.007998,ORQ,0.104488,2
UWQ,0.008469,ORQ,0.119581,5
UWQ,0.007319,ORQ,0.125092,1
UWQ,0.012615,ORQ,0.091484,3
UWQ,0.016989,ORQ,0.091307,4
UWQ,0.012668,ORQ,0.107543,1
UWQ,0.023071,ORQ,0.108417,2
UWQ,0.015403,ORQ,0.108364,1
UWQ,0.015857,ORQ,0.091315,2
UWQ,0.01541,ORQ,0.117402,2
UWQ,0.029451,ORQ,0.115626,1
UWQ,0.018905,ORQ,0.11294,2
UWQ,0.015868,ORQ,0.113769,2
UWQ,0.017037,ORQ,0.111475,2
UWQ,0.019179,ORQ,0.109109,2
UWQ,0.019132,ORQ,0.126256,2
UWQ,0.012563,ORQ,0.104172,1
UWQ,0.021911,ORQ,0.119264,1
UWQ,0.024751,ORQ,0.12596,1
UWQ,0.024911,ORQ,0.122056,1
UWQ,0.020017,ORQ,0.119837,1
UWQ,0.023666,ORQ,0.135511,2
UWQ,0.013921,ORQ,0.130758,3
UWQ,0.019529,ORQ,0.136273,1
UWQ,0.038464,ORQ,0.174307,2
UWQ,0.030241,ORQ,0.149604,9
UWQ,0.02948,ORQ,0.194563,9
UWQ,0.061905,ORQ,0.263567,4
UWQ,0.033593,ORQ,0.202728,5
UWQ,0.052415,ORQ,0.272221,10
UWQ,0.034314,ORQ,0.267438,5
UWQ,0.104344,ORQ,0.300607,6
UWQ,0.108339,ORQ,0.35433,6
UWQ,0.113939,ORQ,0.320489,9
UWQ,0.11202,ORQ,0.533734,2
UWQ,0.036069,ORQ,0.146064,3
UWQ,0.028286,ORQ,0.151979,1
UWQ,0.01756,ORQ,0.168189,2
UWQ,0.042492,ORQ,0.202076,9
UWQ,0.043644,ORQ,0.20973,9
UWQ,0.015239,ORQ,0.000561,UWQ,0.057662,ORQ,0.25614,4
UWQ,0.055611,ORQ,0.190187,5
UWQ,0.043255,ORQ,0.215349,10
UWQ,0.057745,ORQ,0.295319,5
UWQ,0.159518,ORQ,0.286574,6
UWQ,0.099889,ORQ,0.460033,6
UWQ,0.087839,ORQ,0.307057,9
UWQ,0.066018,ORQ,0.452644,2
UWQ,0.026327,ORQ,0.141001,3
UWQ,0.036354,ORQ,0.154673,1
UWQ,0.02511,ORQ,0.162534,2
UWQ,0.02423,ORQ,0.174392,9
UWQ,0.032583,ORQ,0.17693,9
UWQ,0.037189,ORQ,0.211634,4
UWQ,0.041065,ORQ,0.195222,5
UWQ,0.043416,ORQ,0.210133,10
UWQ,0.049923,ORQ,0.239624,5
UWQ,0.073483,ORQ,0.251558,6
UWQ,0.070691,ORQ,0.35316,6
UWQ,0.105167,ORQ,0.318116,9
UWQ,0.123312,ORQ,0.497237,2
UWQ,0.030289,ORQ,0.182213,3
UWQ,0.034475,ORQ,0.169198,1
UWQ,0.034472,ORQ,0.171461,2
UWQ,0.031208,ORQ,0.207036,9
UWQ,0.040246,ORQ,0.217117,9
UWQ,0.03893,ORQ,0.220788,4
UWQ,0.043456,ORQ,0.226365,5
UWQ,0.056094,ORQ,0.228055,10
UWQ,0.079827,ORQ,0.270885,5
UWQ,0.011513,ORQ,0.002586,UWQ,0.097387,ORQ,0.301681,6
UWQ,0.105964,ORQ,0.362238,6
UWQ,0.148012,ORQ,0.383885,9
UWQ,0.150345,ORQ,0.617727,1
UWQ,0.040275,ORQ,0.194822,1
UWQ,0.059347,ORQ,0.178791,1
