UWQ,0.079263,ORQ,0.071404,UWQ,0.011649,ORQ,0.07945,UWQ,0.002805,ORQ,0.490169,1
UWQ,0.004744,ORQ,0.006178,UWQ,0.206854,ORQ,0.729263,6
UWQ,0.035194,ORQ,0.033488,UWQ,0.094175,ORQ,0.714768,7
UWQ,0.030403,ORQ,0.028165,UWQ,0.149866,ORQ,0.656312,8
UWQ,0.039017,ORQ,0.019406,UWQ,0.070134,ORQ,0.066397,UWQ,0.359937,ORQ,1.201222,6
UWQ,0.010704,ORQ,0.043002,UWQ,0.171136,ORQ,0.698354,6
UWQ,0.123043,ORQ,0.640149,12
UWQ,0.16174,ORQ,0.987114,8
UWQ,0.257993,ORQ,0.763901,4
UWQ,0.257197,ORQ,0.905923,2
UWQ,0.160612,ORQ,0.69521,6
UWQ,0.185231,ORQ,0.628991,15
UWQ,0.137004,ORQ,0.731155,13
UWQ,0.258771,ORQ,0.918091,14
UWQ,0.215962,ORQ,1.0358,7
UWQ,0.054152,ORQ,0.05519,UWQ,0.312239,ORQ,0.884821,9
UWQ,0.36625,ORQ,0.82158,9
UWQ,0.235025,ORQ,0.773851,3
UWQ,0.196404,ORQ,0.813108,2
UWQ,0.203662,ORQ,0.842887,4
UWQ,0.318263,ORQ,0.992383,4
UWQ,0.480756,ORQ,0.798365,8
UWQ,0.474734,ORQ,1.151013,1
UWQ,0.041397,ORQ,0.046279,UWQ,0.463655,ORQ,0.953474,7
UWQ,0.302811,ORQ,1.108867,3
UWQ,0.412778,ORQ,0.963813,1
UWQ,0.446798,ORQ,1.053832,2
UWQ,0.311345,ORQ,0.869586,4
UWQ,0.30125,ORQ,0.699056,8
UWQ,0.445127,ORQ,0.847364,1
UWQ,0.579757,ORQ,0.984505,7
UWQ,0.342755,ORQ,0.754055,6
UWQ,0.28042,ORQ,0.772575,6
UWQ,0.3227,ORQ,1.075273,12
UWQ,0.246706,ORQ,0.934991,8
UWQ,0.580923,ORQ,0.683027,4
UWQ,0.55256,ORQ,0.993119,6
UWQ,0.224775,ORQ,0.760675,15
UWQ,0.273283,ORQ,0.757069,13
UWQ,0.504153,ORQ,0.942093,14
UWQ,0.455824,ORQ,0.991351,7
UWQ,0.642737,ORQ,0.79675,9
UWQ,0.484933,ORQ,1.063565,9
UWQ,0.469283,ORQ,0.861009,3
UWQ,0.575811,ORQ,0.886405,2
UWQ,0.546258,ORQ,1.032814,4
UWQ,0.382493,ORQ,1.045879,4
UWQ,0.601053,ORQ,0.903109,8
UWQ,0.590522,ORQ,1.145651,1
UWQ,0.54411,ORQ,1.226336,7
UWQ,0.636096,ORQ,0.971703,3
UWQ,0.56458,ORQ,1.100016,1
UWQ,0.024081,ORQ,0.068055,UWQ,0.744082,ORQ,1.018618,2
UWQ,0.782105,ORQ,1.056157,4
UWQ,0.522789,ORQ,0.986895,8
UWQ,0.479619,ORQ,0.779173,1
UWQ,0.449385,ORQ,1.16032,7
UWQ,0.541637,ORQ,1.115762,3
UWQ,0.39227,ORQ,0.90864,6
UWQ,0.460533,ORQ,1.114894,6
UWQ,0.50439,ORQ,0.921571,12
UWQ,0.421209,ORQ,0.920808,8
UWQ,0.716792,ORQ,1.12716,4
UWQ,0.654982,ORQ,1.61905,9
UWQ,0.150388,ORQ,1.040937,9
UWQ,0.164204,ORQ,1.022049,12
UWQ,0.09561,ORQ,0.270145,UWQ,0.280025,ORQ,0.815693,12
UWQ,0.205923,ORQ,1.053471,9
UWQ,0.170567,ORQ,0.990805,12
UWQ,0.255421,ORQ,0.557496,UWQ,0.399426,ORQ,0.930536,1
UWQ,0.434623,ORQ,1.025929,2
UWQ,0.395013,ORQ,1.05768,4
UWQ,0.313464,ORQ,0.884913,8
UWQ,0.43072,ORQ,1.07665,1
UWQ,0.409268,ORQ,1.054585,7
UWQ,0.347355,ORQ,0.890387,3
UWQ,0.299946,ORQ,0.981342,1
UWQ,0.372469,ORQ,0.812082,2
UWQ,0.361004,ORQ,0.982208,6
UWQ,0.285693,ORQ,0.964925,6
UWQ,0.288469,ORQ,0.788592,6
UWQ,0.270768,ORQ,1.081231,6
UWQ,0.253796,ORQ,1.098569,12
UWQ,0.314164,ORQ,1.204565,8
UWQ,0.513641,ORQ,0.946648,4
UWQ,0.643532,ORQ,1.601363,9
UWQ,0.190179,ORQ,0.930673,12
UWQ,0.078981,ORQ,0.225806,UWQ,0.147408,ORQ,0.122961,UWQ,0.364734,ORQ,1.074421,6
UWQ,0.257133,ORQ,0.923656,6
UWQ,0.142288,ORQ,1.164548,6
UWQ,0.505012,ORQ,1.178325,12
UWQ,0.278868,ORQ,1.14928,8
UWQ,0.420141,ORQ,1.336733,4
UWQ,0.565584,ORQ,1.871517,9
UWQ,0.15253,ORQ,1.172286,12
UWQ,0.114467,ORQ,0.38449,UWQ,0.101949,ORQ,0.146011,UWQ,0.557587,ORQ,1.152961,4
UWQ,0.502281,ORQ,1.07406,8
UWQ,0.666744,ORQ,1.227025,1
UWQ,0.378161,ORQ,1.180891,6
UWQ,0.411598,ORQ,1.170793,6
UWQ,0.248827,ORQ,1.01329,6
UWQ,0.592279,ORQ,1.022044,12
UWQ,0.351546,ORQ,1.133636,8
UWQ,0.679355,ORQ,1.454791,4
UWQ,0.623846,ORQ,1.551432,9
UWQ,0.467555,ORQ,1.237198,12
UWQ,0.255441,ORQ,1.555662,9
UWQ,0.200798,ORQ,1.148581,12
UWQ,0.181238,ORQ,0.414324,UWQ,0.045158,ORQ,0.068163,UWQ,0.654173,ORQ,1.326007,7
UWQ,0.468695,ORQ,1.334954,3
UWQ,0.574606,ORQ,1.113374,1
UWQ,0.541505,ORQ,1.088756,2
UWQ,0.748437,ORQ,1.486749,6
UWQ,0.541152,ORQ,1.566223,6
UWQ,0.52857,ORQ,1.187091,6
UWQ,0.348574,ORQ,1.220456,6
UWQ,0.720002,ORQ,1.48438,12
UWQ,0.478501,ORQ,1.589147,8
UWQ,0.651327,ORQ,1.555639,4
UWQ,0.801346,ORQ,1.813894,9
UWQ,0.446428,ORQ,1.33573,12
UWQ,0.384205,ORQ,1.862588,9
UWQ,0.271783,ORQ,1.428674,12
UWQ,0.282692,ORQ,0.594898,UWQ,0.392212,ORQ,0.273491,UWQ,0.416013,ORQ,1.077172,6
UWQ,0.594933,ORQ,1.335407,12
UWQ,0.597671,ORQ,0.261615,UWQ,0.380727,ORQ,1.347248,8
UWQ,0.732967,ORQ,1.643545,4
UWQ,0.618487,ORQ,1.795634,9
UWQ,0.295781,ORQ,1.138494,12
UWQ,0.561632,ORQ,1.966736,9
UWQ,0.247899,ORQ,1.364894,12
UWQ,0.373918,ORQ,0.714756,UWQ,0.124465,ORQ,0.093512,UWQ,0.061884,ORQ,0.068261,UWQ,0.033251,ORQ,0.047649,UWQ,0.046128,ORQ,0.051152,UWQ,0.375982,ORQ,0.779956,3
UWQ,0.431327,ORQ,0.852344,1
UWQ,0.430967,ORQ,0.885614,2
