UWQ,0.060204,1
UWQ,0.017873,ORQ,0.242376,3
UWQ,0.002521,ORQ,0.000296,UWQ,0.220027,ORQ,0.000211,UWQ,0.099764,ORQ,0.407285,9
UWQ,0.09593,ORQ,0.072464,UWQ,0.25298,ORQ,0.656137,11
UWQ,0.059151,ORQ,0.096598,UWQ,0.337284,ORQ,0.781432,1
UWQ,0.052892,ORQ,0.064877,UWQ,0.095952,ORQ,0.673641,1
UWQ,0.099388,ORQ,0.539755,1
UWQ,0.168529,ORQ,0.775353,1
UWQ,0.15227,ORQ,1.066595,3
UWQ,0.116712,ORQ,0.530379,1
UWQ,0.120885,ORQ,0.66596,1
UWQ,0.101592,ORQ,0.638095,1
UWQ,0.110982,ORQ,0.516978,1
UWQ,0.089386,ORQ,1.012908,3
UWQ,0.08039,ORQ,0.529641,1
UWQ,0.068319,ORQ,0.476242,1
UWQ,0.096972,ORQ,0.606862,1
UWQ,0.159077,ORQ,0.613457,1
UWQ,0.043124,ORQ,0.090382,UWQ,0.049079,ORQ,0.728788,UWQ,0.22285,ORQ,0.509387,1
UWQ,0.078533,ORQ,0.43131,1
UWQ,0.127051,ORQ,0.497439,1
UWQ,0.093664,ORQ,0.486528,1
UWQ,0.091608,ORQ,0.623717,8
UWQ,0.103293,ORQ,0.48995,6
UWQ,0.112912,ORQ,0.597135,3
UWQ,0.161661,ORQ,0.640498,1
UWQ,0.119569,ORQ,0.563456,1
UWQ,0.164619,ORQ,0.706266,1
UWQ,0.169224,ORQ,0.548791,1
UWQ,0.211133,ORQ,1.099024,2
UWQ,0.088022,ORQ,0.131036,UWQ,0.085586,ORQ,0.566575,7
UWQ,0.099817,ORQ,0.562021,6
UWQ,0.109277,ORQ,0.599877,5
UWQ,0.097639,ORQ,0.611056,2
UWQ,0.136936,ORQ,0.62268,1
UWQ,0.132911,ORQ,0.475449,1
UWQ,0.167365,ORQ,0.505745,1
UWQ,0.211113,ORQ,0.67679,1
UWQ,0.155686,ORQ,0.838977,7
UWQ,0.211888,ORQ,0.652815,6
UWQ,0.218393,ORQ,0.831609,2
UWQ,0.241263,ORQ,0.778255,1
UWQ,0.229841,ORQ,0.550608,1
UWQ,0.123129,ORQ,0.642095,1
UWQ,0.162576,ORQ,0.764897,1
UWQ,0.181311,ORQ,2.295569,13
UWQ,0.202989,ORQ,0.549899,6
UWQ,0.192033,ORQ,0.585793,1
UWQ,0.177602,ORQ,0.435901,1
UWQ,0.206225,ORQ,0.585098,1
UWQ,0.15448,ORQ,0.521965,1
UWQ,0.188262,ORQ,6.222852,7
UWQ,0.120265,ORQ,0.684006,6
UWQ,0.050391,ORQ,0.564013,9
UWQ,0.121792,ORQ,0.756728,30
UWQ,0.08172,ORQ,0.896115,9
UWQ,0.190547,ORQ,0.672097,1
UWQ,0.110104,ORQ,0.729671,1
UWQ,0.090822,ORQ,0.69704,1
UWQ,0.155494,ORQ,0.815176,1
UWQ,0.124347,ORQ,1.323722,3
UWQ,0.108822,ORQ,0.662907,1
UWQ,0.152105,ORQ,0.718637,1
UWQ,0.117421,ORQ,0.675595,1
UWQ,0.150187,ORQ,0.670419,1
UWQ,0.145465,ORQ,1.726281,3
UWQ,0.219244,ORQ,0.830666,1
UWQ,0.198709,ORQ,0.804342,1
UWQ,0.174656,ORQ,0.638419,1
UWQ,0.168492,ORQ,0.866866,1
UWQ,0.185577,ORQ,4.046549,UWQ,0.155316,ORQ,0.1501,UWQ,0.112349,ORQ,0.790799,11
UWQ,0.089026,ORQ,0.659895,31
UWQ,0.144231,ORQ,0.99094,9
UWQ,0.291565,ORQ,0.702749,1
UWQ,0.223614,ORQ,0.863996,1
UWQ,0.284974,ORQ,0.793695,1
UWQ,0.184723,ORQ,0.770876,1
UWQ,0.240942,ORQ,1.637896,3
UWQ,0.361414,ORQ,0.897893,1
UWQ,0.263197,ORQ,0.996303,1
UWQ,0.37642,ORQ,0.869791,1
UWQ,0.224797,ORQ,0.696966,1
UWQ,0.185149,ORQ,1.32792,3
UWQ,0.220044,ORQ,0.734745,1
UWQ,0.264588,ORQ,0.896069,1
UWQ,0.325361,ORQ,0.910054,1
UWQ,0.282981,ORQ,0.84045,1
UWQ,0.311951,ORQ,7.515521,4
UWQ,0.12509,ORQ,0.871716,9
UWQ,0.08556,ORQ,0.874803,30
UWQ,0.235098,ORQ,1.123628,9
UWQ,0.113391,ORQ,0.69869,1
UWQ,0.155805,ORQ,0.833998,1
UWQ,0.135197,ORQ,0.859552,1
UWQ,0.214815,ORQ,0.950984,1
UWQ,0.132303,ORQ,1.173302,3
UWQ,0.170535,ORQ,0.978319,1
UWQ,0.148374,ORQ,0.821714,1
UWQ,0.117975,ORQ,1.001793,1
UWQ,0.211567,ORQ,1.01009,1
UWQ,0.188928,ORQ,1.800558,3
UWQ,0.216229,ORQ,1.072593,1
UWQ,0.336385,ORQ,0.768016,1
UWQ,0.347006,ORQ,0.983831,1
UWQ,0.240145,ORQ,0.916063,1
UWQ,0.091924,ORQ,0.164545,UWQ,0.176988,ORQ,8.522716,UWQ,0.175451,ORQ,2.556482,1
UWQ,0.305943,ORQ,1.436574,3
UWQ,0.105897,ORQ,0.166201,UWQ,0.331538,ORQ,1.133921,1
UWQ,0.199551,ORQ,2.579942,5
UWQ,0.300909,ORQ,1.032695,3
UWQ,0.424071,ORQ,0.948781,1
UWQ,0.530842,ORQ,1.285081,1
UWQ,0.454963,ORQ,0.939916,1
UWQ,0.068782,ORQ,0.159979,UWQ,0.43845,ORQ,106.675426,UWQ,0.07432,ORQ,0.142142,UWQ,0.29712,ORQ,0.952139,3
UWQ,0.137335,ORQ,0.717296,5
UWQ,0.099726,ORQ,0.791591,9
