UWQ,0.251745,0
UWQ,0.182077,9
UWQ,0.055442,3
UWQ,0.037323,8
UWQ,0.076928,14
UWQ,0.051172,13
UWQ,0.056538,11
UWQ,0.072465,12
UWQ,0.071916,10
UWQ,0.071153,9
UWQ,0.064597,7
UWQ,0.049528,7
UWQ,0.09186,8
UWQ,0.207544,8
UWQ,0.145037,11
UWQ,0.178552,13
UWQ,0.136322,11
UWQ,0.104521,11
UWQ,0.112973,9
UWQ,0.113354,10
UWQ,0.217328,10
UWQ,0.22006,11
UWQ,0.216278,8
UWQ,0.283323,11
UWQ,0.326724,11
UWQ,0.224896,8
UWQ,0.260266,7
UWQ,0.351503,9
UWQ,0.300838,7
UWQ,0.297804,5
UWQ,0.392986,9
UWQ,0.460156,6
UWQ,0.375368,6
UWQ,0.302296,5
UWQ,0.262477,3
UWQ,0.354191,5
UWQ,0.379126,4
UWQ,0.256636,6
UWQ,0.282325,5
UWQ,0.419744,5
UWQ,0.044867,0
UWQ,0.222873,1
UWQ,0.201971,0
UWQ,1.82585,7
UWQ,0.062732,0
UWQ,2.266181,26
UWQ,2.139014,30
UWQ,1.887239,31
UWQ,3.349908,36
UWQ,4.075893,30
UWQ,0.060217,0
UWQ,3.70324,37
UWQ,4.055526,29
UWQ,3.118278,33
UWQ,0.114188,0
UWQ,4.537529,35
UWQ,5.146007,48
UWQ,2.967733,35
UWQ,3.111783,45
UWQ,4.073698,44
UWQ,3.304891,41
UWQ,4.12674,36
UWQ,3.554315,33
UWQ,3.357602,19
UWQ,4.033831,20
UWQ,4.309752,11
UWQ,0.28705,0
UWQ,5.050466,13
UWQ,6.164216,15
UWQ,4.885985,7
UWQ,5.002032,8
UWQ,0.399396,0
UWQ,4.258897,6
UWQ,5.209687,8
UWQ,2.287609,0
UWQ,5.273346,6
UWQ,5.42122,8
UWQ,3.32593,7
UWQ,4.323757,7
UWQ,4.545539,10
UWQ,0.329507,0
UWQ,5.089005,10
UWQ,4.639675,10
UWQ,3.804981,10
UWQ,1.67878,2
UWQ,2.028711,0
UWQ,2.597795,2
UWQ,2.593992,0
UWQ,6.231239,7
UWQ,0.371542,0
UWQ,6.836494,7
UWQ,6.458815,10
UWQ,1.025221,0
UWQ,8.129141,12
UWQ,6.17011,10
UWQ,5.583925,10
UWQ,2.286937,2
UWQ,2.975542,0
UWQ,2.705547,2
UWQ,2.996048,0
UWQ,5.201396,11
UWQ,0.313389,0
UWQ,7.862072,15
UWQ,4.756822,8
UWQ,4.603068,10
UWQ,5.247899,9
UWQ,7.457065,8
UWQ,7.313837,6
UWQ,7.62396,8
UWQ,6.047361,6
UWQ,5.505717,8
UWQ,6.214161,9
UWQ,0.589511,0
UWQ,5.455747,7
UWQ,6.01528,10
UWQ,6.578664,12
UWQ,5.38512,10
UWQ,0.929643,0
UWQ,2.738663,2
UWQ,3.441006,1
UWQ,3.489033,1
UWQ,0.426477,0
UWQ,3.851452,0
UWQ,5.874942,10
UWQ,0.5687,0
UWQ,3.999794,2
UWQ,4.470031,1
UWQ,3.14461,1
UWQ,0.327739,0
UWQ,3.42954,0
UWQ,6.914318,8
UWQ,0.510496,0
UWQ,7.349828,7
UWQ,7.853198,7
UWQ,2.341384,0
UWQ,3.498345,2
UWQ,3.70478,0
UWQ,6.984776,8
UWQ,0.668371,0
UWQ,6.817929,9
UWQ,6.253362,8
UWQ,3.369931,0
UWQ,3.780129,2
UWQ,3.482149,0
UWQ,0.477367,0
UWQ,6.824257,18
UWQ,0.664615,0
UWQ,7.410871,8
UWQ,10.756164,17
UWQ,5.175611,6
UWQ,6.217132,8
UWQ,0.318895,0
UWQ,6.682007,7
UWQ,8.049873,7
UWQ,6.528629,10
UWQ,6.782436,10
UWQ,5.805559,10
UWQ,4.272593,1
UWQ,1.602532,0
UWQ,4.160768,0
UWQ,7.359668,10
UWQ,1.931602,0
UWQ,4.259883,1
UWQ,4.496864,0
UWQ,6.270542,10
UWQ,1.150512,0
UWQ,6.173701,10
UWQ,6.560562,10
UWQ,6.183559,10
UWQ,2.781981,0
UWQ,8.340724,10
UWQ,2.812532,0
UWQ,4.037536,0
UWQ,10.284785,13
UWQ,0.252936,0
UWQ,9.913293,15
UWQ,1.730596,0
UWQ,10.365311,17
UWQ,9.121488,13
UWQ,8.490243,18
UWQ,3.526003,0
UWQ,4.940715,0
UWQ,12.645877,13
UWQ,9.906476,18
UWQ,0.384562,0
UWQ,4.232994,0
UWQ,12.606892,18
UWQ,0.33171,0
UWQ,5.9748,1
UWQ,6.051332,2
UWQ,5.691422,1
UWQ,5.570577,0
UWQ,6.111754,1
UWQ,5.891472,0
UWQ,4.421576,28
UWQ,0.277903,0
UWQ,4.134629,26
UWQ,5.595893,21
UWQ,5.721106,12
UWQ,5.25602,9
UWQ,0.353807,0
UWQ,6.272637,12
UWQ,5.722633,8
UWQ,3.954092,0
UWQ,6.494607,9
UWQ,5.440577,11
UWQ,7.338782,8
UWQ,3.501883,0
UWQ,7.052521,6
UWQ,5.625358,6
UWQ,6.016986,8
UWQ,0.376529,0
UWQ,6.483535,10
UWQ,6.465324,8
UWQ,2.29112,2
UWQ,3.448911,0
UWQ,3.884431,2
UWQ,4.037868,0
UWQ,7.384198,6
UWQ,0.456015,0
UWQ,9.157473,8
UWQ,8.495646,7
UWQ,7.678604,8
UWQ,3.883506,2
UWQ,3.023413,0
UWQ,3.20092,2
UWQ,3.508013,0
UWQ,8.967842,7
UWQ,0.535091,0
